,TEAM_ID,GAME_ID,SEASON,BENCH_PTS,OFF_RTG,SEASON_W_PCT
0,1610612753,0021400001,2014-15,25.0,99.6,0.305
1,1610612740,0021400001,2014-15,33.0,105.4,0.549
2,1610612742,0021400002,2014-15,34.0,107.2,0.61
3,1610612759,0021400002,2014-15,36.0,106.2,0.671
4,1610612745,0021400003,2014-15,22.0,104.2,0.683
5,1610612747,0021400003,2014-15,33.0,100.8,0.256
6,1610612749,0021400004,2014-15,46.0,100.5,0.5
7,1610612766,0021400004,2014-15,25.0,97.6,0.402
8,1610612755,0021400005,2014-15,36.0,93.0,0.22
9,1610612754,0021400005,2014-15,37.0,100.8,0.463
10,1610612751,0021400006,2014-15,46.0,101.9,0.463
11,1610612738,0021400006,2014-15,44.0,101.7,0.488
12,1610612764,0021400007,2014-15,20.0,101.8,0.561
13,1610612748,0021400007,2014-15,22.0,101.5,0.451
14,1610612737,0021400008,2014-15,27.0,106.2,0.732
15,1610612761,0021400008,2014-15,37.0,108.1,0.598
16,1610612750,0021400009,2014-15,46.0,99.8,0.195
17,1610612763,0021400009,2014-15,10.0,103.1,0.671
18,1610612741,0021400010,2014-15,55.0,104.7,0.61
19,1610612752,0021400010,2014-15,37.0,97.1,0.207
20,1610612765,0021400011,2014-15,24.0,102.3,0.39
21,1610612743,0021400011,2014-15,29.0,101.6,0.366
22,1610612745,0021400012,2014-15,28.0,104.2,0.683
23,1610612762,0021400012,2014-15,26.0,102.5,0.463
24,1610612747,0021400013,2014-15,43.0,100.8,0.256
25,1610612756,0021400013,2014-15,42.0,102.9,0.476
26,1610612744,0021400014,2014-15,27.0,109.7,0.817
27,1610612758,0021400014,2014-15,28.0,102.5,0.354
28,1610612760,0021400015,2014-15,24.0,104.5,0.549
29,1610612757,0021400015,2014-15,20.0,105.5,0.622
30,1610612764,0021400016,2014-15,15.0,101.8,0.561
31,1610612753,0021400016,2014-15,36.0,99.6,0.305
32,1610612765,0021400017,2014-15,50.0,102.3,0.39
33,1610612750,0021400017,2014-15,34.0,99.8,0.195
34,1610612752,0021400018,2014-15,41.0,97.1,0.207
35,1610612739,0021400018,2014-15,12.0,107.7,0.646
36,1610612762,0021400019,2014-15,27.0,102.5,0.463
37,1610612742,0021400019,2014-15,46.0,107.2,0.61
38,1610612760,0021400020,2014-15,24.0,104.5,0.549
39,1610612746,0021400020,2014-15,28.0,109.8,0.683
40,1610612763,0021400021,2014-15,21.0,103.1,0.671
41,1610612754,0021400021,2014-15,49.0,100.8,0.463
42,1610612739,0021400022,2014-15,20.0,107.7,0.646
43,1610612741,0021400022,2014-15,31.0,104.7,0.61
44,1610612755,0021400023,2014-15,27.0,93.0,0.22
45,1610612749,0021400023,2014-15,45.0,100.5,0.5
46,1610612759,0021400024,2014-15,39.0,106.2,0.671
47,1610612756,0021400024,2014-15,44.0,102.9,0.476
48,1610612757,0021400025,2014-15,21.0,105.5,0.622
49,1610612758,0021400025,2014-15,20.0,102.5,0.354
50,1610612746,0021400026,2014-15,34.0,109.8,0.683
